#,Age,City,College,Conference,Division,Exp.,Ht.,Name,Pos.,Team,Team Logo,Team Roster,Wt.
26,25,"Pittsburg, PA",Michigan State,AFC,AFC-North,5,6-1,"Bell, Le'Veon",RB,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,225
26,25,"Washington, DC",Clemson,NFC,NFC-East,4,5-11,"Breeland, Bashaud",CB,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,195
27,25,"Kansas City, MO",Southern Methodist,AFC,AFC-West,4,6-0,"Acker, Kenneth",DB,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,195
27,25,"San Francisco, CA",Florida Atlantic,NFC,NFC-West,3,6-0,"Reaser, Keith",CB,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,190
27,25,"St. Louis, MO",Georgia Tech,NFC,NFC-West,3,6-1,"Johnson, Isaiah",DB,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,207
28,25,"Atlanta, GA",Oregon State,NFC,NFC-South,3,5-7,"Ward, Terron",RB,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,201
28,25,"Dallas, TX",Texas-El Paso,NFC,NFC-East,1,6-2,"Showers, Jameill",S,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,230
28,25,"Foxboro, MA",Wisconsin,AFC,AFC-East,4,5-10,"White, James",RB,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,205
28,25,"San Francisco, CA",Ohio State,NFC,NFC-West,4,6-0,"Hyde, Carlos",RB,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,235
29,25,"Denver, CO",Ohio State,AFC,AFC-West,4,5-11,"Roby, Bradley",CB,Broncos,https://cpt.azureedge.net/NFLTeamImages/broncos.png,http://www.denverbroncos.com/team/roster.html,194
29,25,"East Rutherford, NJ",San Diego State,NFC,NFC-East,3,6-0,"Berhe, Nat",S,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,194
29,25,"Glendale, AZ",Western Michigan,NFC,NFC-West,1,5-10,"Zamort, Ronald",CB,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,174
29,25,"Houston, TX",Vanderbilt,AFC,AFC-South,3,5-10,"Hal, Andre",S,Texans,https://cpt.azureedge.net/NFLTeamImages/texans.png,http://www.houstontexans.com/team/roster.html,195
29,25,"Oakland, CA",North Carolina State,AFC,AFC-West,5,6-1,"Amerson, David",CB,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,205
29,25,"Philadelphia, PA",Florida State,NFC,NFC-East,4,5-11,"Brooks, Terrence",S,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,200
29,25,"San Francisco, CA",Samford,NFC,NFC-West,3,6-1,"Tartt, Jaquiski",S,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,221
3,25,"Cleveland, OH",Auburn,AFC,AFC-North,4,6-0,"Parkey, Cody",K,Browns,https://cpt.azureedge.net/NFLTeamImages/browns.png,http://www.clevelandbrowns.com/team/roster.html,190
30,25,"Atlanta, GA",North Carolina A&T,NFC,NFC-South,2,6-1,"Olatoye, Deji",CB,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,205
30,25,"Jacksonville, FK",Auburn,AFC,AFC-South,3,5-11,"Grant, Corey",RB,Jaguars,https://cpt.azureedge.net/NFLTeamImages/jaguars.png,http://www.jaguars.com/team/roster.html,203
31,25,"Baltimore, MD",Brigham Young University,AFC,AFC-North,1,6-1,"Daniel, Robertson",CB,Ravens,https://cpt.azureedge.net/NFLTeamImages/ravenss.png,http://www.baltimoreravens.com/team/roster.html,205
31,25,"Cincinnati, OH",Fresno State,AFC,AFC-North,3,5-10,"Smith, Derron",S,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,200
31,25,"Glendale, AZ",Northern Iowa,NFC,NFC-West,3,6-1,"Johnson, David",RB,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,224
31,25,"Pittsburg, PA",Duke,AFC,AFC-North,4,6-0,"Cockrell, Ross",CB,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,191
31,25,"San Diego, CA",Texas,AFC,AFC-West,3,5-11,"Phillips, Adrian",S,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,210
31,25,"San Francisco, CA",Purdue,NFC,NFC-West,3,5-10,"Mostert, Raheem",RB,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,197
31,25,"Tampa, FL",Notre Dame,NFC,NFC-South,2,5-9,"Riggs, Cody",CB,Buccaneers,https://cpt.azureedge.net/NFLTeamImages/bucs.png,http://www.buccaneers.com/team-and-stats/roster.html,187
32,25,"Glendale, AZ",LSU,NFC,NFC-West,5,5-9,"Mathieu, Tyrann",S,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,186
32,25,"Kansas City, MO",LSU,AFC,AFC-West,4,5-10,"Ware, Spencer",RB,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,229
32,25,"Nashville, TN",Toledo,AFC,AFC-South,1,5-11,"Fluellen, David",RB,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,224
32,25,"St. Louis, MO",Oregon,NFC,NFC-West,3,5-11,"Hill, Troy",CB,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,184
33,25,"Chicago, IL",Michigan State,NFC,NFC-North,3,6-0,"Langford, Jeremy",RB,Bears,https://cpt.azureedge.net/NFLTeamImages/bears.png,http://www.chicagobears.com/team/roster.html,211
33,25,"St. Louis, MO",Missouri,NFC,NFC-West,3,5-10,"Gaines, E.J.",CB,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,185
34,25,"Baltimore, MD",Coastal Carolina,AFC,AFC-North,4,6-0,"Taliaferro, Lorenzo",RB,Ravens,https://cpt.azureedge.net/NFLTeamImages/ravenss.png,http://www.baltimoreravens.com/team/roster.html,225
34,25,"Detroit, MI",South Dakota State,NFC,NFC-North,3,5-11,"Zenner, Zach",RB,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,221
34,25,"Miami, FL",Louisville,AFC,AFC-East,3,6-0,"Perry, Senorise",RB,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,211
34,25,"Pittsburg, PA",Arkansas,AFC,AFC-North,5,5-11,"Davis, Knile",RB,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,227
34W,25,"Washington, DC",Florida,NFC,NFC-East,2,5-11,"Brown, Mack",RB,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,213
35,25,"Miami, FL",Liberty,AFC,AFC-East,4,6-1,"Aikens, Walt",S,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,218
35,25,"New Orleans, LA",Auburn,NFC,NFC-South,3,5-9,"Therezie, Robenson",S,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,212
35,25,"San Francisco, CA",Louisiana State,NFC,NFC-West,5,6-1,"Reid, Eric",S,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,213
36,25,"Green Bay, WI",Miami,NFC,NFC-North,3,6-2,"Gunter, LaDarius",CB,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,201
36,25,"San Francisco, CA",North Carolina State,NFC,NFC-West,4,6-2,"Johnson, Dontae",CB,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,200
36,25,"Washington, DC",South Carolina,NFC,NFC-East,5,5-10,"Swearinger, D.J.",S,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,205
37,25,"Atlanta, GA",Purdue,NFC,NFC-South,3,5-9,"Allen, Ricardo",S,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,186
37,25,"Baltimore, MD",USC,AFC,AFC-North,3,6-0,"Allen, Javorius",RB,Ravens,https://cpt.azureedge.net/NFLTeamImages/ravenss.png,http://www.baltimoreravens.com/team/roster.html,222
37,25,"Chicago, IL",Rice,NFC,NFC-North,3,5-10,"Callahan, Bryce",DB,Bears,https://cpt.azureedge.net/NFLTeamImages/bears.png,http://www.chicagobears.com/team/roster.html,191
37,25,"East Rutherford, NJ",San Diego State,NFC,NFC-East,3,6-3,"Pinkins, Eric",LB,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,230
37,25,"Seattle, WA",BYU,NFC,NFC-West,R,6-0,"Brown, Algernon",FB,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,235
38,25,"Charlotte, NC",South Carolina State,NFC,NFC-South,1,5-8,"Simmons, Jalen",RB,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,220
38,25,"Nashville, TN",Mississippi,AFC,AFC-South,R,5-10,"Judd, Akeem",RB,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,225
38,25,"Pittsburg, PA",Washington,AFC,AFC-North,3,5-10,"Ducre, Greg",CB,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,183
38,25,"Washington, DC",Georgia Tech,NFC,NFC-East,2,6-1,"Young, Lou",DB,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,205
39,25,"Cleveland, OH",Stanford,AFC,AFC-North,3,6-1,"Reynolds II, Ed",DB,Browns,https://cpt.azureedge.net/NFLTeamImages/browns.png,http://www.clevelandbrowns.com/team/roster.html,207
39,25,"Kansas City, MO",Oregon,AFC,AFC-West,4,5-11,"Mitchell, Terrance",DB,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,190
4,25,"Charlotte, NC",Southern Methodist,NFC,NFC-South,1,6-4,"Gilbert, Garrett",QB,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,230
4,25,"East Rutherford, NJ",Sam Houston State,AFC,AFC-East,2,6-4,"Edwards, Lachlan",P,Jets,https://cpt.azureedge.net/NFLTeamImages/jets.png,http://www.newyorkjets.com/team/roster.html,209
40,25,"Denver, CO",Duke,AFC,AFC-West,4,5-11,"Thompson, Juwan",RB,Broncos,https://cpt.azureedge.net/NFLTeamImages/broncos.png,http://www.denverbroncos.com/team/roster.html,225
40,25,"Oakland, CA",Youngstown State,AFC,AFC-West,1,6-0,"Durden, Kenneth",CB,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,180
40,25,"San Diego, CA",California,AFC,AFC-West,3,6-5,"McCain, Chris",DE,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,236
40,25,"San Francisco, CA",Alabama,NFC,NFC-West,4,6-0,"Sunseri, Vinnie",S,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,210
41,25,"Dallas, TX",San Jose State,NFC,NFC-East,4,6-0,"Smith, Keith",FB,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,232
41,25,"Minneapolis , MN",Virginia,NFC,NFC-North,2,6-1,"Harris, Anthony",S,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,192
41,25,"Pittsburg, PA",Kentucky,AFC,AFC-North,1,6-4,"Huguenin, Farrington",LB,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,268
41,25,"San Diego, CA",Kansas State,AFC,AFC-West,1,6-0,"Evans, Randall",CB,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,195
42,25,"Pittsburg, PA",Liberty,AFC,AFC-North,1,6-3,"Hagen, Jacob",S,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,205
43,25,"Kansas City, MO",South Florida,AFC,AFC-West,2,6-2,"Cliett, Reshard",LB,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,222
43,25,"Miami, FL",Mississippi St.,AFC,AFC-East,1,6-2,"Chapman, Winston",LS,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,230
44,25,"East Rutherford, NJ",Auburn,AFC,AFC-East,5,6-3,"Lemonier, Corey",LB,Jets,https://cpt.azureedge.net/NFLTeamImages/jets.png,http://www.newyorkjets.com/team/roster.html,255
45,25,"Charlotte, NC",Utah,NFC,NFC-South,1,6-2,"Blechen, Brian",S,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,215
45,25,"Dallas, TX",Ohio State,NFC,NFC-East,3,6-3,"Smith, Rod",FB,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,240
45,25,"East Rutherford, NJ",Stony Brook,NFC,NFC-East,1,6-2,"Tye, Will",TE,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,262
45,25,"Pittsburg, PA",Kent State,AFC,AFC-North,3,5-11,"Nix, Roosevelt",FB,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,248
45,25,"San Diego, CA",Miami (Fla.),AFC,AFC-West,3,6-5,"Cleveland, Asante",TE,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,260
46,25,"Chicago, IL",Rutgers,NFC,NFC-North,3,6-0,"Burton, Michael",FB,Bears,https://cpt.azureedge.net/NFLTeamImages/bears.png,http://www.chicagobears.com/team/roster.html,247
46,25,"Kansas City, MO",Marshall,AFC,AFC-West,1,5-11,"Baxter, Keith",DB,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,192
47,25,"Dallas, TX",Nevada-Las Vegas,NFC,NFC-East,3,5-11,"Lotulelei, John",LB,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,233
47,25,"Green Bay, WI",Michigan,NFC,NFC-North,3,6-2,"Ryan, Jake",LB,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,240
47,25,"Nashville, TN",Southwestern Oklahoma State,AFC,AFC-South,1,6-0,"Hartfield, Trevon",CB,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,195
48,25,"San Diego, CA",Cal Poly-S.L.O.,AFC,AFC-West,3,6-1,"Dzubnar, Nick",ILB,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,240
49,25,"Foxboro, MA",Navy,AFC,AFC-East,3,6-3,"Cardona, Joe",LS,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,245
49,25,"Houston, TX",Oregon,AFC,AFC-South,1,6-4,"Washington Jr., Tony",OLB,Texans,https://cpt.azureedge.net/NFLTeamImages/texans.png,http://www.houstontexans.com/team/roster.html,255
5,25,"Jacksonville, FK",Central Florida,AFC,AFC-South,4,6-5,"Bortles, Blake",QB,Jaguars,https://cpt.azureedge.net/NFLTeamImages/jaguars.png,http://www.jaguars.com/team/roster.html,236
5,25,"Kansas City, MO",Tulane,AFC,AFC-West,4,5-8,"Santos, Cairo",K,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,160
5,25,"Seattle, WA",Miami (Fla.),NFC,NFC-West,2,6-1,"Heaps, Jake",QB,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,217
50,25,"Glendale, AZ",Bowling Green,NFC,NFC-West,2,6-2,"Martin, Gabe",ILB,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,235
50,25,"Tampa, FL",California (PA),NFC,NFC-South,1,6-2,"Knox, Jeff",LB,Buccaneers,https://cpt.azureedge.net/NFLTeamImages/bucs.png,http://www.buccaneers.com/team-and-stats/roster.html,225
51,25,"Denver, CO",Sacramento State,AFC,AFC-West,4,6-1,"Davis, Todd",ILB,Broncos,https://cpt.azureedge.net/NFLTeamImages/broncos.png,http://www.denverbroncos.com/team/roster.html,230
51,25,"Detroit, MI",Pennsylvania,NFC,NFC-North,3,6-3,"Copeland, Brandon",DE,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,263
51,25,"Green Bay, WI",Utah State,NFC,NFC-North,2,6-5,"Fackrell, Kyler",LB,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,245
51,25,"Minneapolis , MN",Newberry,NFC,NFC-North,2,6-3,"Robinson, Edmond",LB,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,245
51,25,"San Diego, CA",North Dakota State,AFC,AFC-West,3,6-3,"Emanuel, Kyle",OLB,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,250
52,25,"Denver, CO",Oklahoma,AFC,AFC-West,4,6-1,"Nelson, Corey",ILB,Broncos,https://cpt.azureedge.net/NFLTeamImages/broncos.png,http://www.denverbroncos.com/team/roster.html,226
52,25,"Jacksonville, FK",USC,AFC,AFC-South,3,6-0,"Pullard, Hayes",LB,Jaguars,https://cpt.azureedge.net/NFLTeamImages/jaguars.png,http://www.jaguars.com/team/roster.html,235
52,25,"St. Louis, MO",Georgia,NFC,NFC-West,5,6-2,"Ogletree, Alec",LB,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,235
53,25,"Cincinnati, OH",Arizona,AFC,AFC-North,4,6-3,"Flowers, Marquis",LB,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,245
53,25,"Indianapolis, IN",Georgia Southern,AFC,AFC-South,2,6-0,"Jackson, Edwin",ILB,Colts,https://cpt.azureedge.net/NFLTeamImages/colts.png,http://www.colts.com/team/roster.html,230
53,25,"New Orleans, LA",Iowa State,NFC,NFC-South,5,6-1,"Klein, A.J.",LB,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,240
53,25,"Oakland, CA",Florida,AFC,AFC-West,4,6-0,"Jenkins, Jelani",OLB,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,240
53,25,"St. Louis, MO",Mississippi,NFC,NFC-West,1,6-5,"Thompson, Carlos",OLB,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,250
54,25,"Indianapolis, IN",Stanford,AFC,AFC-South,3,6-2,"Parry, David",DT,Colts,https://cpt.azureedge.net/NFLTeamImages/colts.png,http://www.colts.com/team/roster.html,310
54,25,"Kansas City, MO",Michigan State,AFC,AFC-West,1,6-2,"Rush, Marcus",LB,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,251
54,25,"Minneapolis , MN",UCLA,NFC,NFC-North,2,6-0,"Kendricks, Eric",LB,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,232
54,25,"Nashville, TN",Kentucky,AFC,AFC-South,4,6-1,"Williamson, Avery",LB,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,246
54,25,"St. Louis, MO",Baylor,NFC,NFC-West,3,6-1,"Hager, Bryce",LB,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,237
55,25,"Chicago, IL",Oregon,NFC,NFC-North,3,6-3,"Grasu, Hroniss",OL,Bears,https://cpt.azureedge.net/NFLTeamImages/bears.png,http://www.chicagobears.com/team/roster.html,303
55,25,"Denver, CO",Mississippi State,AFC,AFC-West,2,6-4,"Day, Dillon",C,Broncos,https://cpt.azureedge.net/NFLTeamImages/broncos.png,http://www.denverbroncos.com/team/roster.html,299
55,25,"Minneapolis , MN",UCLA,NFC,NFC-North,3,6-5,"Barr, Anthony",LB,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,255
56,25,"Dallas, TX",Nevada,NFC,NFC-East,1,6-3,"Jones, Lenny",DE,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,270
57,25,"Kansas City, MO",Oregon State,AFC,AFC-West,3,6-2,"Alexander, D.J.",LB,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,233
58,25,"Chicago, IL",Texas Christian,NFC,NFC-North,3,6-3,"Anderson, Jonathan",LB,Bears,https://cpt.azureedge.net/NFLTeamImages/bears.png,http://www.chicagobears.com/team/roster.html,235
58,25,"East Rutherford, NJ",UCLA,NFC,NFC-East,1,6-3,"Odighizuwa, Owa",DE,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,270
58,25,"Oakland, CA",West Georgia,AFC,AFC-West,2,6-2,"Adams, Tyrell",LB,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,228
58,25,"Seattle, WA",Boston College,NFC,NFC-West,4,6-0,"Pierre-Louis, Kevin",LB,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,230
59,25,"East Rutherford, NJ",USC,NFC,NFC-East,3,6-3,"Kennard, Devon",LB,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,251
59,25,"Glendale, AZ",BYU,NFC,NFC-West,3,6-5,"Fua, Alani",ILB,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,234
59,25,"St. Louis, MO",Kentucky,NFC,NFC-West,2,6-3,"Forrest, Josh",LB,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,240
6,25,"Atlanta, GA",Iowa,NFC,NFC-South,1,6-2,"Meyer, Mike",K,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,190
6,25,"Miami, FL",Western Kentucky,AFC,AFC-East,1,6-3,"Doughty, Brandon",QB,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,217
60,25,"Buffalo, NY",Arkansas,AFC,AFC-East,1,6-5,"Jefferson, Cameron",OT,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,317
60,25,"Jacksonville, FK",South Carolina,AFC,AFC-South,3,6-3,"Cann, A.J.",OL,Jaguars,https://cpt.azureedge.net/NFLTeamImages/jaguars.png,http://www.jaguars.com/team/roster.html,315
60,25,"Tampa, FL",Texas A&M,NFC,NFC-South,2,6-4,"Harrison, Jarvis",G,Buccaneers,https://cpt.azureedge.net/NFLTeamImages/bucs.png,http://www.buccaneers.com/team-and-stats/roster.html,330
61,25,"Charlotte, NC",Stanford,NFC,NFC-South,3,6-6,"Yankey, David",G,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,315
61,25,"East Rutherford, NJ",Northeastern State (Okla.),NFC,NFC-East,3,6-5,"Bowie, Michael",T,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,320
61,25,"Kansas City, MO",Missouri,AFC,AFC-West,2,6-6,"Morse, Mitch",OL,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,305
61,25,"Tampa, FL",Louisiana-Monroe,NFC,NFC-South,1,6-3,"Allen, Josh",C,Buccaneers,https://cpt.azureedge.net/NFLTeamImages/bucs.png,http://www.buccaneers.com/team-and-stats/roster.html,315
62,25,"Cleveland, OH",South Florida,AFC,AFC-North,2,6-2,"Reiter, Austin",OL,Browns,https://cpt.azureedge.net/NFLTeamImages/browns.png,http://www.clevelandbrowns.com/team/roster.html,300
62,25,"Detroit, MI",Purdue,NFC,NFC-North,3,6-2,"Gaston, Bruce",DT,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,310
62,25,"Glendale, AZ",Colorado,NFC,NFC-West,1,6-1,"Munyer, Daniel",C/G,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,305
62,25,"Houston, TX",Auburn,AFC,AFC-South,2,6-5,"Slade, Chad",G,Texans,https://cpt.azureedge.net/NFLTeamImages/texans.png,http://www.houstontexans.com/team/roster.html,315
62,25,"Seattle, WA",Tennessee State,NFC,NFC-West,3,6-5,"Myers, Robert",T,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,329
62,25,"St. Louis, MO",Iowa,NFC,NFC-West,1,6-1,"Trinca-Pasat, Louis",DT,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,300
62,25,"Washington, DC",South Carolina,NFC,NFC-East,1,6-1,"Patrick, Ronald",OL,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,310
63,25,"Charlotte, NC",Georgia,NFC,NFC-South,1,6-4,"Johnson, Toby",DT,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,320
63,25,"Green Bay, WI",Ohio State,NFC,NFC-North,4,6-3,"Linsley, Corey",C,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,301
63,25,"Houston, TX",Appalachian State,AFC,AFC-South,2,6-6,"Lamm, Kendall",T,Texans,https://cpt.azureedge.net/NFLTeamImages/texans.png,http://www.houstontexans.com/team/roster.html,310
63,25,"Seattle, WA",West Virginia,NFC,NFC-West,3,6-4,"Glowinski, Mark",G,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,310
